"name","assigned_to","u_casper_id","manufacturer","serial_number","depot","location","u_mac_address","u_filemaker_id","sys_updated_on","disk_space"
"wm0e2-eb8","","3738","Apple","C02N77ZWG5RP","Chicago","","","282612","2016-01-11 10:17:09",""
"wmecc-77b","","3741","Apple","C02PR224G8WL","Chicago","","","282620","2016-01-11 10:17:10",""
"wm85d-770","","3739","Apple","C1MPD53EG944","Chicago","","","282628","2016-01-11 10:17:10",""
"wm1da-0a1","","3775","Apple","C02Q82UCG8WL","Chicago","","","282636","2016-01-11 10:17:11",""
"wm904-b85","","3774","Apple","C02Q90H2G8WL","Chicago","","","282652","2016-01-11 10:17:12",""
"wmb2a-1e9","","3780","Apple","C02QK3H9FVH8","Chicago","","","282644","2016-01-11 10:17:12",""
"wmb24-c26","","3776","Apple","C02NM2UTG3QN","Chicago","","","282660","2016-01-11 10:17:13",""
"wm946-b07","","3781","Apple","C02Q907VG8WL","Chicago","","","282676","2016-01-11 10:17:14",""
"wm8d2-330","","3806","Apple","C1MQ64QEG944","Chicago","","","282668","2016-01-11 10:17:14",""
"wm8c2-fa8","","3801","Apple","C1MQC6TDG944","Chicago","","","282684","2016-01-11 10:17:15",""
"wm906-c41","","3786","Apple","C02Q90GZG8WL","Chicago","","","282700","2016-01-11 10:17:16",""
"wme17-07d","","3787","Apple","C02J16JCDRVG","Chicago","","","282692","2016-01-11 10:17:16",""
"wm906-c31","","3788","Apple","C02Q90H3G8WL","Chicago","","","282716","2016-01-11 10:17:17",""
"wm9dd-61d","","3798","Apple","C02QD2DYG8WL","Chicago","","","282708","2016-01-11 10:17:17",""
"wm8bf-d92","","3816","Apple","C1MQC6U8G944","Chicago","","","282724","2016-01-11 10:17:18",""
"wm9c0-4b9","","3817","Apple","C02QD24HG8WL","Chicago","","","282732","2016-01-11 10:17:19",""
"wm9f7-4e9","","3815","Apple","C02QF01UG8WM","Chicago","","","282740","2016-01-11 10:17:19",""
"wm8c2-fb0","","3834","Apple","C1MQC6T8G944","Chicago","","","282748","2016-01-11 10:17:20",""
"wm9dc-cf3","","3826","Apple","C02QD2BKG8WL","Chicago","","","282762","2016-01-11 10:17:21",""
"wm8af-056","","3825","Apple","C02MC3H0F6T6","Chicago","","","282756","2016-01-11 10:17:21",""
"wmaff-f94","","3853","Apple","C1MQM218G944","Chicago","","","282778","2016-01-11 10:17:22",""
"wmc08-1c0","","3839","Apple","C02NW0N6G3QP","Chicago","","","282770","2016-01-11 10:17:22",""
"wmb87-c93","","3852","Apple","C02QL1ZHG8WL","Chicago","","","282786","2016-01-11 10:17:23",""
"wm833-7ea","","3845","Apple","C02H60UNDJWR","Chicago","","","282794","2016-01-11 10:17:24",""
"WMB21-D80","","3847","Apple","C1MQM24NG944","Chicago","","","282802","2016-01-11 10:17:24",""
"cm1a1-5df","","3849","Apple","D25QP09PGG7V","Chicago","","","282810","2016-01-11 10:17:25",""
"wm9f1-873","","3855","Apple","C02QF00KG8WM","Chicago","","","282828","2016-01-11 10:17:26",""
"wmb8a-dfd","","3848","Apple","C02QL1ZJG8WL","Chicago","","","282820","2016-01-11 10:17:26",""
"wm84d-0a6","","3851","Apple","C1MPD7ZVG944","Chicago","","","282836","2016-01-11 10:17:27",""
"wmb05-026","","3862","Apple","C1MQM22AG944","Chicago","","","282852","2016-01-11 10:17:28",""
"wmb8a-1bb","","3854","Apple","C02QL1ZDG8WL","Chicago","","","282844","2016-01-11 10:17:28",""
"wm1a5-e89","","3856","Apple","C02KM1M1FFT3","Chicago","","","282860","2016-01-11 10:17:29",""
"wmd3d-6b9","","3858","Apple","C02JJ079DKQ5","Chicago","","","282868","2016-01-11 10:17:30",""
"wm8cd-7e5","","3879","Apple","C02QW23XG8WM","Chicago","","","282876","2016-01-11 10:17:30",""
"gm1c3-39b","","3859","Apple","D25QR0HSGG7V","Chicago","","","282884","2016-01-11 10:17:31",""
"rm297-121","","3884","Apple","D25QX01GGG7V","Chicago","","","282902","2016-01-11 10:17:32",""
"wmb87-be1","","3857","Apple","C02QL1ZFG8WL","Chicago","","","282894","2016-01-11 10:17:32",""
