name,assigned_to,u_casper_id,u_casper_id,manufacturer,serial_number,u_serial_number,location,u_mac_address,u_filemaker_id,sys_updated_on,disk_space
wm800-d2b,,3714,"3,714",Apple,C02Q70KFG8WL,C02Q70KFG8WL,,,275474,1/11/16 10:05,
wm81f-a43,,3717,"3,717",Apple,C02Q63ZSG8WM,C02Q63ZSG8WM,,,280490,1/11/16 10:14,
wm8cf-05c,,3718,"3,718",Apple,C1MQ64QJG944,C1MQ64QJG944,,,275466,1/11/16 10:05,
wm821-bf3,,3719,"3,719",Apple,C02Q63Z3G8WM,C02Q63Z3G8WM,,,274738,1/11/16 10:03,
wm9cc-b19,,3720,"3,720",Apple,C02QD2PRFVH8,C02QD2PRFVH8,,,281582,1/11/16 10:15,
gm0ce-523,,3721,"3,721",Apple,C02QF00DFY6F,C02QF00DFY6F,,,275956,1/11/16 10:06,
wm8cb-e84,,3723,"3,723",Apple,C1MQ64PYG944,C1MQ64PYG944,,,279236,1/11/16 10:11,
gm350-e37,,3724,"3,724",Apple,D25PD03MF8J9,D25PD03MF8J9,,,277164,1/11/16 10:12,
wm9f7-69d,,3725,"3,725",Apple,C02QF3SFFVH8,C02QF3SFFVH8,,,276744,1/11/16 10:06,
wm712-cce,,3726,"3,726",Apple,C1MQ1A2AG944,C1MQ1A2AG944,,,277566,1/11/16 10:11,
WMB61-54D,,3727,"3,727",Apple,C02MM98VF6T6,C02MM98VF6T6,,,274550,1/11/16 10:03,
wm7a6-fc5,,3728,"3,728",Apple,C02Q50XFG8WL,C02Q50XFG8WL,,,279164,1/11/16 10:12,
wmedf-0cb,,3729,"3,729",Apple,C02PR229G8WL,C02PR229G8WL,,,282596,1/11/16 10:17,
WM27A-C3B,,3730,"3,730",Apple,C02Q50USG8WL,C02Q50USG8WL,,,282604,1/11/16 10:17,
wm8b7-18a,,3731,"3,731",Apple,C1MQ66G5G944,C1MQ66G5G944,,,278624,1/11/16 10:11,
wm9e5-765,,3733,"3,733",Apple,C02QD4B0FVH8,C02QD4B0FVH8,,,277954,1/11/16 10:12,
wmd2a-33a,,3735,"3,735",Apple,C02MC246FD58,C02MC246FD58,,,282018,1/11/16 10:16,
wm81f-a45,,3736,"3,736",Apple,C02Q63ZLG8WM,C02Q63ZLG8WM,,,277094,1/11/16 10:07,
wmecc-493,,3737,"3,737",Apple,C02PR227G8WL,C02PR227G8WL,,,275982,1/11/16 10:06,
wm0e2-eb8,,3738,"3,738",Apple,C02N77ZWG5RP,C02N77ZWG5RP,,,282612,1/11/16 10:17,
wm85d-770,,3739,"3,739",Apple,C1MPD53EG944,C1MPD53EG944,,,282628,1/11/16 10:17,
wmecc-77b,,3741,"3,741",Apple,C02PR224G8WL,C02PR224G8WL,,,282620,1/11/16 10:17,
wm0e0-bde,,3742,"3,742",Apple,C02N7809G5RP,C02N7809G5RP,,,278154,1/11/16 10:12,
wma80-06e,,3743,"3,743",Apple,C02M30B5FD59,C02M30B5FD59,,,274542,1/11/16 10:03,
wm9f9-3c1,,3744,"3,744",Apple,C02QF00JG8WM,C02QF00JG8WM,,,280562,1/11/16 10:14,
wmaaa-1d1,,3745,"3,745",Apple,C02QH2PSFVH8,C02QH2PSFVH8,,,277406,1/11/16 10:12,
wm8cc-1b2,,3746,"3,746",Apple,C1MQ64QFG944,C1MQ64QFG944,,,279244,1/11/16 10:11,
wm8d2-664,,3747,"3,747",Apple,C1MQ67EYG944,C1MQ67EYG944,,,276616,1/11/16 10:06,
wm147-89d,,3748,"3,748",Apple,C02KC1PCFFT3,C02KC1PCFFT3,,,275010,1/11/16 10:04,
gmb5c-6a8,,3749,"3,749",Apple,C02K81DQF1G3,C02K81DQF1G3,,,282206,1/11/16 10:16,
wm8d0-fd2,,3750,"3,750",Apple,C1MQ64QPG944,C1MQ64QPG944,,,277422,1/11/16 10:11,
wm822-a0f,,3752,"3,752",Apple,C02Q63ZAG8WM,C02Q63ZAG8WM,,,281968,1/11/16 10:16,
wmaaa-1d7,,3753,"3,753",Apple,C02QH2PRFVH8,C02QH2PRFVH8,,,279672,1/11/16 10:13,
wm81f-a51,,3755,"3,755",Apple,C02Q63ZPG8WM,C02Q63ZPG8WM,,,279156,1/11/16 10:12,
WM8CF-070,,3756,"3,756",Apple,C1MQ64Q3G944,C1MQ64Q3G944,,,280994,1/11/16 10:14,
wme09-bf9,,3759,"3,759",Apple,C02LH0X5FFRR,C02LH0X5FFRR,,,276204,1/11/16 10:06,
wm8b5-5c6,,3761,"3,761",Apple,C1MQ66G4G944,C1MQ66G4G944,,,276752,1/11/16 10:06,
wm7a6-fc7,,3762,"3,762",Apple,C02Q50XEG8WL,C02Q50XEG8WL,,,279172,1/11/16 10:12,
wmee0-551,,3763,"3,763",Apple,C02PR22AG8WL,C02PR22AG8WL,,,279372,1/11/16 10:12,
wmecc-205,,3764,"3,764",Apple,C02PR226G8WL,C02PR226G8WL,,,277328,1/11/16 10:12,
wm205-351,,3765,"3,765",Apple,C02L211HFFT3,C02L211HFFT3,,,276560,1/11/16 10:06,
wm8d1-7f4,,3767,"3,767",Apple,C1MQ67EQG944,C1MQ67EQG944,,,279364,1/11/16 10:11,
wm8cf-886,,3770,"3,770",Apple,C02PG8JWG3QC,C02PG8JWG3QC,,,277768,1/11/16 10:12,
wm80b-17f,,3771,"3,771",Apple,C02Q70KGG8WL,C02Q70KGG8WL,,,280748,1/11/16 10:14,
wmb1f-571,,3772,"3,772",Apple,C02QK3H8FVH8,C02QK3H8FVH8,,,279276,1/11/16 10:12,
wmb36-485 (3),,3773,"3,773",Apple,C02QK212FVH8,C02QK212FVH8,,,281880,1/11/16 10:16,
wm904-b85,,3774,"3,774",Apple,C02Q90H2G8WL,C02Q90H2G8WL,,,282652,1/11/16 10:17,
wm1da-0a1,,3775,"3,775",Apple,C02Q82UCG8WL,C02Q82UCG8WL,,,282636,1/11/16 10:17,
wmb24-c26,,3776,"3,776",Apple,C02NM2UTG3QN,C02NM2UTG3QN,,,282660,1/11/16 10:17,
wm81f-a41,,3778,"3,778",Apple,C02Q63ZNG8WM,C02Q63ZNG8WM,,,274824,1/11/16 10:03,
wm9dd-0e7,,3779,"3,779",Apple,C02QD2DVG8WL,C02QD2DVG8WL,,,274832,1/11/16 10:03,
wmb2a-1e9,,3780,"3,780",Apple,C02QK3H9FVH8,C02QK3H9FVH8,,,282644,1/11/16 10:17,
wm946-b07,,3781,"3,781",Apple,C02Q907VG8WL,C02Q907VG8WL,,,282676,1/11/16 10:17,
wmc01-20d,,3782,"3,782",Apple,C02MV822F6T6,C02MV822F6T6,,,277878,1/11/16 10:12,
wm0c8-e85,,3784,"3,784",Apple,C02Q14ABG8WM,C02Q14ABG8WM,,,281704,1/11/16 10:16,
wm906-c41,,3786,"3,786",Apple,C02Q90GZG8WL,C02Q90GZG8WL,,,282700,1/11/16 10:17,
wme17-07d,,3787,"3,787",Apple,C02J16JCDRVG,C02J16JCDRVG,,,282692,1/11/16 10:17,
wm906-c31,,3788,"3,788",Apple,C02Q90H3G8WL,C02Q90H3G8WL,,,282716,1/11/16 10:17,
wmb81-f6b,,3789,"3,789",Apple,C02QL2XXG8WM,C02QL2XXG8WM,,,280708,1/11/16 10:14,
wmdce-258,,3790,"3,790",Apple,C02MW0CGFD59,C02MW0CGFD59,,,280700,1/11/16 10:14,
wm8be-1c8,,3791,"3,791",Apple,C1MQC6U9G944,C1MQC6U9G944,,,279444,1/11/16 10:11,
gm053-7e8,,3794,"3,794",Apple,C02H8136DV17,C02H8136DV17,,,277070,1/11/16 10:07,
wm8be-41a,,3795,"3,795",Apple,C1MQC6T3G944,C1MQC6T3G944,,,277514,1/11/16 10:11,
gme24-587,,3796,"3,796",Apple,C02Q40C5F8J9,C02Q40C5F8J9,,,281002,1/11/16 10:14,
gme21-c3c,,3797,"3,797",Apple,C02Q40EJF8J9,C02Q40EJF8J9,,,277368,1/11/16 10:12,
wm9dd-61d,,3798,"3,798",Apple,C02QD2DYG8WL,C02QD2DYG8WL,,,282708,1/11/16 10:17,
gme23-985,,3799,"3,799",Apple,C02Q40EKF8J9,C02Q40EKF8J9,,,279452,1/11/16 10:12,
wm9f1-bcf,,3800,"3,800",Apple,C02QF00NG8WM,C02QF00NG8WM,,,279462,1/11/16 10:12,
wm8c2-fa8,,3801,"3,801",Apple,C1MQC6TDG944,C1MQC6TDG944,,,282684,1/11/16 10:17,
wm9f4-3e9,,3802,"3,802",Apple,C02QF00MG8WM,C02QF00MG8WM,,,276424,1/11/16 10:06,
wmbf1-131,,3803,"3,803",Apple,C02QM1SVFVH8,C02QM1SVFVH8,,,275496,1/11/16 10:05,
wm8c4-92e,,3804,"3,804",Apple,C1MQC6CXG944,C1MQC6CXG944,,,275504,1/11/16 10:05,
WM9DC-1C9,,3805,"3,805",Apple,C02QD2F3G8WL,C02QD2F3G8WL,,,279680,1/11/16 10:13,
wm8d2-330,,3806,"3,806",Apple,C1MQ64QEG944,C1MQ64QEG944,,,282668,1/11/16 10:17,
wm868-0a3,,3807,"3,807",Apple,C02Q72JQG8WL,C02Q72JQG8WL,,,281400,1/11/16 10:16,
wmecc-475,,3808,"3,808",Apple,C02PR225G8WL,C02PR225G8WL,,,277506,1/11/16 10:12,
wmc01-249,,3809,"3,809",Apple,C02MV821F6T6,C02MV821F6T6,,,276860,1/11/16 10:07,
wmb22-f38,,3810,"3,810",Apple,C1MQM26PG944,C1MQM26PG944,,,275512,1/11/16 10:05,
WM61A-D92,,3811,"3,811",Apple,C02L4AGHF6T6,C02L4AGHF6T6,,,278640,1/11/16 10:12,
wm8c1-3d4,,3812,"3,812",Apple,C1MQC6D8G944,C1MQC6D8G944,,,276868,1/11/16 10:07,
wm946-ba1,,3813,"3,813",Apple,C02Q907LG8WL,C02Q907LG8WL,,,278004,1/11/16 10:12,
wm9f7-4e9,,3815,"3,815",Apple,C02QF01UG8WM,C02QF01UG8WM,,,282740,1/11/16 10:17,
wm8bf-d92,,3816,"3,816",Apple,C1MQC6U8G944,C1MQC6U8G944,,,282724,1/11/16 10:17,
wm9c0-4b9,,3817,"3,817",Apple,C02QD24HG8WL,C02QD24HG8WL,,,282732,1/11/16 10:17,
wm9f1-8e3,,3818,"3,818",Apple,C02QF00LG8WM,C02QF00LG8WM,,,282170,1/11/16 10:16,
wm9db-d0b,,3820,"3,820",Apple,C02QD2EDG8WL,C02QD2EDG8WL,,,282178,1/11/16 10:16,
wm80b-181,,3822,"3,822",Apple,C02Q70KHG8WL,C02Q70KHG8WL,,,275324,1/11/16 10:04,
wm8bf-d66,,3823,"3,823",Apple,C1MQC6TZG944,C1MQC6TZG944,,,274520,1/11/16 10:03,
wmc01-22b,,3824,"3,824",Apple,C02MV81UF6T6,C02MV81UF6T6,,,274512,1/11/16 10:03,
wm8af-056,,3825,"3,825",Apple,C02MC3H0F6T6,C02MC3H0F6T6,,,282756,1/11/16 10:17,
wm9dc-cf3,,3826,"3,826",Apple,C02QD2BKG8WL,C02QD2BKG8WL,,,282762,1/11/16 10:17,
wm89e-f98,,3827,"3,827",Apple,C02LG5A2F6T6,C02LG5A2F6T6,,,274504,1/11/16 10:03,
gm0a4-83e,,3828,"3,828",Apple,D25QP0H1GG7V,D25QP0H1GG7V,,,280294,1/11/16 10:14,
wm8c4-21e,,3829,"3,829",Apple,C1MQC6TPG944,C1MQC6TPG944,,,274784,1/11/16 10:03,
wmcf0-0c3,,3830,"3,830",Apple,C02JC2TZDKQ5,C02JC2TZDKQ5,,,274792,1/11/16 10:03,
wmd08-a62,,3831,"3,831",Apple,C02P93MWG3QC,C02P93MWG3QC,,,277638,1/11/16 10:11,
wmac9-edb,,3832,"3,832",Apple,C02QJ021FVH8,C02QJ021FVH8,,,277086,1/11/16 10:07,
wm8c2-406,,3833,"3,833",Apple,C1MQC6TKG944,C1MQC6TKG944,,,274480,1/11/16 10:03,
wm8c2-fb0,,3834,"3,834",Apple,C1MQC6T8G944,C1MQC6T8G944,,,282748,1/11/16 10:17,
wm8c2-e6e,,3835,"3,835",Apple,C1MQC6DNG944,C1MQC6DNG944,,,276876,1/11/16 10:07,
wm904-e73,,3836,"3,836",Apple,C02Q90H1G8WL,C02Q90H1G8WL,,,274496,1/11/16 10:03,
wm9dd-617,,3837,"3,837",Apple,C02QD2DXG8WL,C02QD2DXG8WL,,,280522,1/11/16 10:14,
lm22e-bbc,,3838,"3,838",Apple,C02N915SG3QQ,C02N915SG3QQ,,,278094,1/11/16 10:11,
wmc08-1c0,,3839,"3,839",Apple,C02NW0N6G3QP,C02NW0N6G3QP,,,282770,1/11/16 10:17,
wm8c3-0da,,3840,"3,840",Apple,C1MQC6DYG944,C1MQC6DYG944,,,274488,1/11/16 10:03,
wm0e0-f05,,3841,"3,841",Apple,C02Q144RG8WM,C02Q144RG8WM,,,277156,1/11/16 10:12,
wmc39-b67,,3842,"3,842",Apple,C02QN32CFVH8,C02QN32CFVH8,,,280286,1/11/16 10:14,
wm971-e77,,3843,"3,843",Apple,C02Q91ESG8WL,C02Q91ESG8WL,,,274800,1/11/16 10:03,
wm833-7ea,,3845,"3,845",Apple,C02H60UNDJWR,C02H60UNDJWR,,,282794,1/11/16 10:17,
WMB87-BE3,,3846,"3,846",Apple,C02QL1ZCG8WL,C02QL1ZCG8WL,,,276490,1/11/16 10:06,
WMB21-D80,,3847,"3,847",Apple,C1MQM24NG944,C1MQM24NG944,,,282802,1/11/16 10:17,
wmb8a-dfd,,3848,"3,848",Apple,C02QL1ZJG8WL,C02QL1ZJG8WL,,,282820,1/11/16 10:17,
cm1a1-5df,,3849,"3,849",Apple,D25QP09PGG7V,D25QP09PGG7V,,,282810,1/11/16 10:17,
wm84d-0a6,,3851,"3,851",Apple,C1MPD7ZVG944,C1MPD7ZVG944,,,282836,1/11/16 10:17,
wmb87-c93,,3852,"3,852",Apple,C02QL1ZHG8WL,C02QL1ZHG8WL,,,282786,1/11/16 10:17,
wmaff-f94,,3853,"3,853",Apple,C1MQM218G944,C1MQM218G944,,,282778,1/11/16 10:17,
wmb8a-1bb,,3854,"3,854",Apple,C02QL1ZDG8WL,C02QL1ZDG8WL,,,282844,1/11/16 10:17,
wm9f1-873,,3855,"3,855",Apple,C02QF00KG8WM,C02QF00KG8WM,,,282828,1/11/16 10:17,
wm1a5-e89,,3856,"3,856",Apple,C02KM1M1FFT3,C02KM1M1FFT3,,,282860,1/11/16 10:17,
wmb87-be1,,3857,"3,857",Apple,C02QL1ZFG8WL,C02QL1ZFG8WL,,,282894,1/11/16 10:17,
wmd3d-6b9,,3858,"3,858",Apple,C02JJ079DKQ5,C02JJ079DKQ5,,,282868,1/11/16 10:17,
gm1c3-39b,,3859,"3,859",Apple,D25QR0HSGG7V,D25QR0HSGG7V,,,282884,1/11/16 10:17,
gm296-7eb,,3860,"3,860",Apple,C02QP0ELGG7V,C02QP0ELGG7V,,,281590,1/11/16 10:15,
wm164-292,,3861,"3,861",Apple,C02L87V8F6T6,C02L87V8F6T6,,,274534,1/11/16 10:03,
wmb05-026,,3862,"3,862",Apple,C1MQM22AG944,C1MQM22AG944,,,282852,1/11/16 10:17,
wmbf0-d25,,3865,"3,865",Apple,C02QM1SEFVH8,C02QM1SEFVH8,,,275664,1/11/16 10:05,
gm11d-385,,3866,"3,866",Apple,C02K71RMF1G3,C02K71RMF1G3,,,279986,1/11/16 10:13,
wm0c9-083,,3867,"3,867",Apple,C02Q14A6G8WM,C02Q14A6G8WM,,,277022,1/11/16 10:07,
wmb87-be7,,3868,"3,868",Apple,C02QL1ZEG8WL,C02QL1ZEG8WL,,,274698,1/11/16 10:03,
gmd67-013,,3869,"3,869",Apple,D25PX15UFY14,D25PX15UFY14,,,275150,1/11/16 10:04,
wmca9-ace,,3870,"3,870",Apple,C1MQR35YG944,C1MQR35YG944,,,275332,1/11/16 10:04,
lmc01-225,,3871,"3,871",Apple,C02MV81YF6T6,C02MV81YF6T6,,,277720,1/11/16 10:12,
wmb00-a02,,3872,"3,872",Apple,C1MQM220G944,C1MQM220G944,,,277844,1/11/16 10:11,
wmb22-51e,,3873,"3,873",Apple,C1MQM21VG944,C1MQM21VG944,,,277792,1/11/16 10:11,
wmc35-256,,3874,"3,874",Apple,C02MJ2L1FD58,C02MJ2L1FD58,,,277800,1/11/16 10:11,
wmc8d-25c,,3875,"3,875",Apple,C1MQR30BG944,C1MQR30BG944,,,275160,1/11/16 10:04,
wm90b-3d1,,3876,"3,876",Apple,C02QX08YFVH8,C02QX08YFVH8,,,275672,1/11/16 10:05,
wm97b-408,,3877,"3,877",Apple,C02MD2X4F6T6,C02MD2X4F6T6,,,281664,1/11/16 10:16,
wmb25-150,,3878,"3,878",Apple,C1MQM2PRG944,C1MQM2PRG944,,,278430,1/11/16 10:11,
wm8cd-7e5,,3879,"3,879",Apple,C02QW23XG8WM,C02QW23XG8WM,,,282876,1/11/16 10:17,
wm9f4-341,,3880,"3,880",Apple,C02QF00HG8WM,C02QF00HG8WM,,,280116,1/11/16 10:13,
gm27f-bfc,,3881,"3,881",Apple,D25QW12DGG7V,D25QW12DGG7V,,,280124,1/11/16 10:14,
wmaff-fd2,,3882,"3,882",Apple,C1MQM21HG944,C1MQM21HG944,,,278012,1/11/16 10:11,
wmcb8-c42,,3883,"3,883",Apple,C02M80TEFD58,C02M80TEFD58,,,280134,1/11/16 10:14,
rm297-121,,3884,"3,884",Apple,D25QX01GGG7V,D25QX01GGG7V,,,282902,1/11/16 10:17,
,,,,,1,2,,,,,
